time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,breakdown,group_name,total_mentors_trained_count_provider_led,breakdown_percent_mentor
202122,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,129,0.5
202223,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,147,0.6
202324,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,95,0.5
202425,Academic year,Local authority,England,E92000001,,,Dorset,838,E06000059,Overall,Overall,64,0.4
202122,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,166,0.6
202223,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,166,0.7
202324,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,124,0.6
202425,Academic year,Local authority,England,E92000001,,,"Bournemouth, Christchurch and Poole",839,E06000058,Overall,Overall,119,0.8
202122,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,186,0.7
202223,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,208,0.8
202324,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,157,0.8
202425,Academic year,Local authority,England,E92000001,,,County Durham,840,E06000047,Overall,Overall,99,0.6
202122,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,41,0.2
202223,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,35,0.1
202324,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,25,0.1
202425,Academic year,Local authority,England,E92000001,,,Darlington,841,E06000005,Overall,Overall,21,0.1
202122,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,210,0.8
202223,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,210,0.8
202324,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,139,0.7
202425,Academic year,Local authority,England,E92000001,,,East Sussex,845,E10000011,Overall,Overall,151,1
202122,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,80,0.3
202223,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,98,0.4
202324,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,78,0.4
202425,Academic year,Local authority,England,E92000001,,,Brighton and Hove,846,E06000043,Overall,Overall,52,0.3
202122,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,604,2.3
202223,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,531,2.1
202324,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,434,2.3
202425,Academic year,Local authority,England,E92000001,,,Hampshire,850,E10000014,Overall,Overall,309,2
202122,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,104,0.4
202223,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,87,0.4
202324,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,76,0.4
202425,Academic year,Local authority,England,E92000001,,,Portsmouth,851,E06000044,Overall,Overall,63,0.4
202122,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,121,0.5
202223,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,110,0.4
202324,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,62,0.3
202425,Academic year,Local authority,England,E92000001,,,Southampton,852,E06000045,Overall,Overall,68,0.4
202122,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,317,1.2
202223,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,303,1.2
202324,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,242,1.3
202425,Academic year,Local authority,England,E92000001,,,Leicestershire,855,E10000018,Overall,Overall,189,1.2
202122,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,160,0.6
202223,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,186,0.8
202324,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,157,0.8
202425,Academic year,Local authority,England,E92000001,,,Leicester,856,E06000016,Overall,Overall,108,0.7
202122,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,18,0.1
202223,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,20,0.1
202324,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,13,0.1
202425,Academic year,Local authority,England,E92000001,,,Rutland,857,E06000017,Overall,Overall,15,0.1
202122,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,354,1.4
202223,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,299,1.2
202324,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,256,1.3
202425,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Overall,Overall,189,1.2
202122,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,120,0.5
202223,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,104,0.4
202324,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,95,0.5
202425,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Overall,Overall,60,0.4
202122,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,187,0.7
202223,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,213,0.9
202324,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,176,0.9
202425,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Overall,Overall,141,0.9
202122,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,98,0.4
202223,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,90,0.4
202324,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,86,0.4
202425,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Overall,Overall,81,0.5
202122,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Overall,Overall,69,0.3
202223,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Overall,Overall,72,0.3
202324,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Overall,Overall,30,0.2
202425,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Overall,Overall,26,0.2
202122,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Overall,Overall,77,0.3
202223,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Overall,Overall,59,0.2
202324,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Overall,Overall,55,0.3
202425,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Overall,Overall,41,0.3
202122,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Overall,Overall,90,0.3
202223,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Overall,Overall,79,0.3
202324,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Overall,Overall,59,0.3
202425,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Overall,Overall,60,0.4
202122,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Overall,Overall,81,0.3
202223,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Overall,Overall,83,0.3
202324,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Overall,Overall,54,0.3
202425,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Overall,Overall,56,0.4
202122,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Overall,Overall,121,0.5
202223,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Overall,Overall,117,0.5
202324,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Overall,Overall,64,0.3
202425,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Overall,Overall,72,0.5
202122,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Overall,Overall,83,0.3
202223,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Overall,Overall,118,0.5
202324,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Overall,Overall,69,0.4
202425,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Overall,Overall,51,0.3
202122,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Overall,Overall,297,1.1
202223,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Overall,Overall,276,1.1
202324,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Overall,Overall,238,1.2
202425,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Overall,Overall,224,1.4
202122,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Overall,Overall,139,0.5
202223,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Overall,Overall,104,0.4
202324,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Overall,Overall,86,0.4
202425,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Overall,Overall,113,0.7
202122,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Overall,Overall,58,0.2
202223,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Overall,Overall,69,0.3
202324,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Overall,Overall,39,0.2
202425,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Overall,Overall,40,0.3
202122,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Overall,Overall,82,0.3
202223,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Overall,Overall,97,0.4
202324,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Overall,Overall,85,0.4
202425,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Overall,Overall,62,0.4
202122,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Overall,Overall,267,1
202223,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Overall,Overall,312,1.3
202324,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Overall,Overall,191,1
202425,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Overall,Overall,129,0.8
202122,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Overall,Overall,123,0.5
202223,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Overall,Overall,117,0.5
202324,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Overall,Overall,83,0.4
202425,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Overall,Overall,57,0.4
202122,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Overall,Overall,40,0.2
202223,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Overall,Overall,56,0.2
202324,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Overall,Overall,26,0.1
202425,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Overall,Overall,22,0.1
202122,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Overall,Overall,716,2.8
202223,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Overall,Overall,668,2.7
202324,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Overall,Overall,458,2.4
202425,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Overall,Overall,378,2.4
202122,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Overall,Overall,70,0.3
202223,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Overall,Overall,58,0.2
202324,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Overall,Overall,44,0.2
202425,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Overall,Overall,47,0.3
202122,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Overall,Overall,131,0.5
202223,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Overall,Overall,101,0.4
202324,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Overall,Overall,73,0.4
202425,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Overall,Overall,51,0.3
202122,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Overall,Overall,63,0.2
202223,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Overall,Overall,70,0.3
202324,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Overall,Overall,41,0.2
202425,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Overall,Overall,37,0.2
202122,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Overall,Overall,219,0.8
202223,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Overall,Overall,202,0.8
202324,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Overall,Overall,190,1
202425,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Overall,Overall,158,1
202122,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Overall,Overall,731,2.8
202223,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Overall,Overall,666,2.7
202324,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Overall,Overall,577,3
202425,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Overall,Overall,415,2.7
202122,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Overall,Overall,184,0.7
202223,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Overall,Overall,152,0.6
202324,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Overall,Overall,111,0.6
202425,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Overall,Overall,85,0.5
202122,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Overall,Overall,392,1.5
202223,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Overall,Overall,362,1.5
202324,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Overall,Overall,292,1.5
202425,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Overall,Overall,268,1.7
202122,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Overall,Overall,91,0.4
202223,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Overall,Overall,61,0.2
202324,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Overall,Overall,78,0.4
202425,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Overall,Overall,75,0.5
202122,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Overall,Overall,61,0.2
202223,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Overall,Overall,57,0.2
202324,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Overall,Overall,42,0.2
202425,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Overall,Overall,33,0.2
202122,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Overall,Overall,348,1.3
202223,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Overall,Overall,358,1.4
202324,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Overall,Overall,266,1.4
202425,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Overall,Overall,237,1.5
202122,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Overall,Overall,195,0.8
202223,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Overall,Overall,205,0.8
202324,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Overall,Overall,158,0.8
202425,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Overall,Overall,126,0.8
202122,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Overall,Overall,91,0.4
202223,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Overall,Overall,83,0.3
202324,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Overall,Overall,69,0.4
202425,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Overall,Overall,56,0.4
202122,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Overall,Overall,102,0.4
202223,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Overall,Overall,76,0.3
202324,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Overall,Overall,71,0.4
202425,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Overall,Overall,57,0.4
202122,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Overall,Overall,130,0.5
202223,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Overall,Overall,139,0.6
202324,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Overall,Overall,111,0.6
202425,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Overall,Overall,71,0.5
202122,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Overall,Overall,109,0.4
202223,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Overall,Overall,100,0.4
202324,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Overall,Overall,79,0.4
202425,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Overall,Overall,54,0.3
202122,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Overall,Overall,202,0.8
202223,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Overall,Overall,174,0.7
202324,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Overall,Overall,147,0.8
202425,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Overall,Overall,132,0.8
202122,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Overall,Overall,276,1.1
202223,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Overall,Overall,207,0.8
202324,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Overall,Overall,203,1.1
202425,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Overall,Overall,152,1
202122,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Overall,Overall,573,2.2
202223,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Overall,Overall,540,2.2
202324,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Overall,Overall,404,2.1
202425,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Overall,Overall,340,2.2
202122,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Overall,Overall,40,0.2
202223,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Overall,Overall,38,0.2
202324,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Overall,Overall,24,0.1
202425,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Overall,Overall,36,0.2
202122,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Overall,Overall,337,1.3
202223,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Overall,Overall,336,1.4
202324,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Overall,Overall,266,1.4
202425,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Overall,Overall,236,1.5
202122,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Overall,Overall,342,1.3
202223,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Overall,Overall,360,1.5
202324,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Overall,Overall,258,1.3
202425,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Overall,Overall,217,1.4
202122,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Overall,Overall,113,0.4
202223,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Overall,Overall,113,0.5
202324,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Overall,Overall,121,0.6
202425,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Overall,Overall,71,0.5
202122,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Overall,Overall,343,1.3
202223,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Overall,Overall,325,1.3
202324,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Overall,Overall,246,1.3
202425,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Overall,Overall,212,1.4
202122,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Overall,Overall,190,0.7
202223,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Overall,Overall,186,0.8
202324,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Overall,Overall,156,0.8
202425,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Overall,Overall,149,1
202122,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Overall,Overall,275,1.1
202223,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Overall,Overall,312,1.3
202324,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Overall,Overall,225,1.2
202425,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Overall,Overall,167,1.1
202122,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Overall,Overall,655,2.5
202223,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Overall,Overall,649,2.6
202324,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Overall,Overall,463,2.4
202425,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Overall,Overall,335,2.1
202122,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Overall,Overall,248,1
202223,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Overall,Overall,224,0.9
202324,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Overall,Overall,190,1
202425,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Overall,Overall,141,0.9
202122,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Overall,Overall,347,1.3
202223,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Overall,Overall,376,1.5
202324,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Overall,Overall,277,1.4
202425,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Overall,Overall,238,1.5
202122,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Overall,Overall,202,0.8
202223,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Overall,Overall,171,0.7
202324,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Overall,Overall,121,0.6
202425,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Overall,Overall,135,0.9
202122,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Overall,Overall,203,0.8
202223,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Overall,Overall,220,0.9
202324,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Overall,Overall,160,0.8
202425,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Overall,Overall,152,1
202122,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Overall,Overall,123,0.5
202223,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Overall,Overall,103,0.4
202324,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Overall,Overall,72,0.4
202425,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Overall,Overall,68,0.4
202122,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Overall,Overall,71,0.3
202223,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Overall,Overall,85,0.3
202324,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Overall,Overall,61,0.3
202425,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Overall,Overall,41,0.3
